Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"RFB","Fertilizers by Product","686","Senegal","5157","Agricultural Use","4021","NPK fertilizers","2010","2010","t","2017","I","Imputed value"
"RFB","Fertilizers by Product","686","Senegal","5157","Agricultural Use","4021","NPK fertilizers","2011","2011","t","123","I","Imputed value"
"RFB","Fertilizers by Product","686","Senegal","5157","Agricultural Use","4021","NPK fertilizers","2012","2012","t","54000","A","Official figure"
"RFB","Fertilizers by Product","686","Senegal","5157","Agricultural Use","4021","NPK fertilizers","2013","2013","t","61000","A","Official figure"
"RFB","Fertilizers by Product","686","Senegal","5157","Agricultural Use","4021","NPK fertilizers","2014","2014","t","46000","A","Official figure"
"RFB","Fertilizers by Product","686","Senegal","5157","Agricultural Use","4021","NPK fertilizers","2015","2015","t","64000","A","Official figure"
"RFB","Fertilizers by Product","686","Senegal","5157","Agricultural Use","4021","NPK fertilizers","2016","2016","t","63407","A","Official figure"
"RFB","Fertilizers by Product","686","Senegal","5157","Agricultural Use","4021","NPK fertilizers","2017","2017","t","69581","A","Official figure"
"RFB","Fertilizers by Product","686","Senegal","5157","Agricultural Use","4021","NPK fertilizers","2018","2018","t","23385","A","Official figure"
"RFB","Fertilizers by Product","686","Senegal","5157","Agricultural Use","4021","NPK fertilizers","2019","2019","t","17626","A","Official figure"
"RFB","Fertilizers by Product","688","Serbia","5157","Agricultural Use","4021","NPK fertilizers","2009","2009","t","284905","I","Imputed value"
"RFB","Fertilizers by Product","688","Serbia","5157","Agricultural Use","4021","NPK fertilizers","2010","2010","t","324678","I","Imputed value"
"RFB","Fertilizers by Product","688","Serbia","5157","Agricultural Use","4021","NPK fertilizers","2011","2011","t","331062","I","Imputed value"
"RFB","Fertilizers by Product","690","Seychelles","5157","Agricultural Use","4021","NPK fertilizers","2009","2009","t","43.15","A","Official figure"
"RFB","Fertilizers by Product","690","Seychelles","5157","Agricultural Use","4021","NPK fertilizers","2010","2010","t","9","A","Official figure"
"RFB","Fertilizers by Product","690","Seychelles","5157","Agricultural Use","4021","NPK fertilizers","2011","2011","t","1","I","Imputed value"
"RFB","Fertilizers by Product","702","Singapore","5157","Agricultural Use","4021","NPK fertilizers","2009","2009","t","1035","I","Imputed value"
"RFB","Fertilizers by Product","702","Singapore","5157","Agricultural Use","4021","NPK fertilizers","2010","2010","t","655","I","Imputed value"
"RFB","Fertilizers by Product","702","Singapore","5157","Agricultural Use","4021","NPK fertilizers","2011","2011","t","255","I","Imputed value"
"RFB","Fertilizers by Product","703","Slovakia","5157","Agricultural Use","4021","NPK fertilizers","2009","2009","t","404","I","Imputed value"
"RFB","Fertilizers by Product","703","Slovakia","5157","Agricultural Use","4021","NPK fertilizers","2010","2010","t","1737","I","Imputed value"
"RFB","Fertilizers by Product","703","Slovakia","5157","Agricultural Use","4021","NPK fertilizers","2011","2011","t","3225","I","Imputed value"
"RFB","Fertilizers by Product","703","Slovakia","5157","Agricultural Use","4021","NPK fertilizers","2012","2012","t","57582","A","Official figure"
"RFB","Fertilizers by Product","703","Slovakia","5157","Agricultural Use","4021","NPK fertilizers","2013","2013","t","57582","A","Official figure"
"RFB","Fertilizers by Product","703","Slovakia","5157","Agricultural Use","4021","NPK fertilizers","2014","2014","t","64613.37","A","Official figure"
"RFB","Fertilizers by Product","703","Slovakia","5157","Agricultural Use","4021","NPK fertilizers","2015","2015","t","61308.56","A","Official figure"
"RFB","Fertilizers by Product","703","Slovakia","5157","Agricultural Use","4021","NPK fertilizers","2016","2016","t","90948","A","Official figure"
"RFB","Fertilizers by Product","703","Slovakia","5157","Agricultural Use","4021","NPK fertilizers","2017","2017","t","76719.34","A","Official figure"
"RFB","Fertilizers by Product","703","Slovakia","5157","Agricultural Use","4021","NPK fertilizers","2018","2018","t","94497.81","A","Official figure"
"RFB","Fertilizers by Product","703","Slovakia","5157","Agricultural Use","4021","NPK fertilizers","2019","2019","t","89705","A","Official figure"
"RFB","Fertilizers by Product","705","Slovenia","5157","Agricultural Use","4021","NPK fertilizers","2009","2009","t","44564","A","Official figure"
"RFB","Fertilizers by Product","705","Slovenia","5157","Agricultural Use","4021","NPK fertilizers","2010","2010","t","59943.4","A","Official figure"
"RFB","Fertilizers by Product","705","Slovenia","5157","Agricultural Use","4021","NPK fertilizers","2011","2011","t","54391.5","A","Official figure"
"RFB","Fertilizers by Product","705","Slovenia","5157","Agricultural Use","4021","NPK fertilizers","2012","2012","t","52778","A","Official figure"
"RFB","Fertilizers by Product","705","Slovenia","5157","Agricultural Use","4021","NPK fertilizers","2013","2013","t","51703","A","Official figure"
"RFB","Fertilizers by Product","705","Slovenia","5157","Agricultural Use","4021","NPK fertilizers","2014","2014","t","54315","A","Official figure"
"RFB","Fertilizers by Product","705","Slovenia","5157","Agricultural Use","4021","NPK fertilizers","2015","2015","t","55174","A","Official figure"
"RFB","Fertilizers by Product","705","Slovenia","5157","Agricultural Use","4021","NPK fertilizers","2016","2016","t","54475","A","Official figure"
"RFB","Fertilizers by Product","705","Slovenia","5157","Agricultural Use","4021","NPK fertilizers","2017","2017","t","54639.39","A","Official figure"
"RFB","Fertilizers by Product","705","Slovenia","5157","Agricultural Use","4021","NPK fertilizers","2018","2018","t","53758","A","Official figure"
"RFB","Fertilizers by Product","705","Slovenia","5157","Agricultural Use","4021","NPK fertilizers","2019","2019","t","48170","A","Official figure"
"RFB","Fertilizers by Product","710","South Africa","5157","Agricultural Use","4021","NPK fertilizers","2011","2011","t","128","I","Imputed value"
"RFB","Fertilizers by Product","144","Sri Lanka","5157","Agricultural Use","4021","NPK fertilizers","2009","2009","t","1918","A","Official figure"
"RFB","Fertilizers by Product","144","Sri Lanka","5157","Agricultural Use","4021","NPK fertilizers","2010","2010","t","6828","I","Imputed value"
"RFB","Fertilizers by Product","144","Sri Lanka","5157","Agricultural Use","4021","NPK fertilizers","2011","2011","t","4728","I","Imputed value"
"RFB","Fertilizers by Product","144","Sri Lanka","5157","Agricultural Use","4021","NPK fertilizers","2015","2015","t","447","A","Official figure"
"RFB","Fertilizers by Product","144","Sri Lanka","5157","Agricultural Use","4021","NPK fertilizers","2016","2016","t","393","A","Official figure"
"RFB","Fertilizers by Product","144","Sri Lanka","5157","Agricultural Use","4021","NPK fertilizers","2017","2017","t","617.42","A","Official figure"
"RFB","Fertilizers by Product","144","Sri Lanka","5157","Agricultural Use","4021","NPK fertilizers","2018","2018","t","957.6","A","Official figure"
"RFB","Fertilizers by Product","144","Sri Lanka","5157","Agricultural Use","4021","NPK fertilizers","2019","2019","t","1857.2","A","Official figure"
"RFB","Fertilizers by Product","736","Sudan (former)","5157","Agricultural Use","4021","NPK fertilizers","2009","2009","t","1000","I","Imputed value"
"RFB","Fertilizers by Product","736","Sudan (former)","5157","Agricultural Use","4021","NPK fertilizers","2010","2010","t","1000","I","Imputed value"
"RFB","Fertilizers by Product","740","Suriname","5157","Agricultural Use","4021","NPK fertilizers","2009","2009","t","5117","I","Imputed value"
"RFB","Fertilizers by Product","740","Suriname","5157","Agricultural Use","4021","NPK fertilizers","2010","2010","t","5932","I","Imputed value"
"RFB","Fertilizers by Product","740","Suriname","5157","Agricultural Use","4021","NPK fertilizers","2011","2011","t","8859","I","Imputed value"
"RFB","Fertilizers by Product","752","Sweden","5157","Agricultural Use","4021","NPK fertilizers","2009","2009","t","192174","A","Official figure"
"RFB","Fertilizers by Product","752","Sweden","5157","Agricultural Use","4021","NPK fertilizers","2010","2010","t","237250","A","Official figure"
"RFB","Fertilizers by Product","752","Sweden","5157","Agricultural Use","4021","NPK fertilizers","2011","2011","t","255562.98","A","Official figure"
"RFB","Fertilizers by Product","752","Sweden","5157","Agricultural Use","4021","NPK fertilizers","2012","2012","t","249348","A","Official figure"
"RFB","Fertilizers by Product","752","Sweden","5157","Agricultural Use","4021","NPK fertilizers","2013","2013","t","281260","A","Official figure"
"RFB","Fertilizers by Product","752","Sweden","5157","Agricultural Use","4021","NPK fertilizers","2014","2014","t","292885","A","Official figure"
"RFB","Fertilizers by Product","752","Sweden","5157","Agricultural Use","4021","NPK fertilizers","2015","2015","t","269805","A","Official figure"
"RFB","Fertilizers by Product","752","Sweden","5157","Agricultural Use","4021","NPK fertilizers","2016","2016","t","288925.88","A","Official figure"
"RFB","Fertilizers by Product","752","Sweden","5157","Agricultural Use","4021","NPK fertilizers","2017","2017","t","286891.15","A","Official figure"
"RFB","Fertilizers by Product","752","Sweden","5157","Agricultural Use","4021","NPK fertilizers","2018","2018","t","278131","A","Official figure"
"RFB","Fertilizers by Product","752","Sweden","5157","Agricultural Use","4021","NPK fertilizers","2019","2019","t","268387.09","A","Official figure"
"RFB","Fertilizers by Product","756","Switzerland","5157","Agricultural Use","4021","NPK fertilizers","2009","2009","t","38035","I","Imputed value"
"RFB","Fertilizers by Product","756","Switzerland","5157","Agricultural Use","4021","NPK fertilizers","2010","2010","t","52687","I","Imputed value"
"RFB","Fertilizers by Product","756","Switzerland","5157","Agricultural Use","4021","NPK fertilizers","2011","2011","t","55749","I","Imputed value"
"RFB","Fertilizers by Product","756","Switzerland","5157","Agricultural Use","4021","NPK fertilizers","2012","2012","t","52864","I","Imputed value"
"RFB","Fertilizers by Product","756","Switzerland","5157","Agricultural Use","4021","NPK fertilizers","2013","2013","t","45191","I","Imputed value"
"RFB","Fertilizers by Product","756","Switzerland","5157","Agricultural Use","4021","NPK fertilizers","2014","2014","t","48492.96","A","Official figure"
"RFB","Fertilizers by Product","756","Switzerland","5157","Agricultural Use","4021","NPK fertilizers","2015","2015","t","47747.84","A","Official figure"
"RFB","Fertilizers by Product","756","Switzerland","5157","Agricultural Use","4021","NPK fertilizers","2016","2016","t","47927","A","Official figure"
"RFB","Fertilizers by Product","756","Switzerland","5157","Agricultural Use","4021","NPK fertilizers","2017","2017","t","48003","A","Official figure"
"RFB","Fertilizers by Product","756","Switzerland","5157","Agricultural Use","4021","NPK fertilizers","2018","2018","t","45426","A","Official figure"
"RFB","Fertilizers by Product","756","Switzerland","5157","Agricultural Use","4021","NPK fertilizers","2019","2019","t","39208","A","Official figure"
"RFB","Fertilizers by Product","760","Syrian Arab Republic","5157","Agricultural Use","4021","NPK fertilizers","2011","2011","t","2699","I","Imputed value"
"RFB","Fertilizers by Product","762","Tajikistan","5157","Agricultural Use","4021","NPK fertilizers","2011","2011","t","1","I","Imputed value"
"RFB","Fertilizers by Product","764","Thailand","5157","Agricultural Use","4021","NPK fertilizers","2009","2009","t","493447.01","I","Imputed value"
"RFB","Fertilizers by Product","764","Thailand","5157","Agricultural Use","4021","NPK fertilizers","2010","2010","t","947613.98","I","Imputed value"
"RFB","Fertilizers by Product","764","Thailand","5157","Agricultural Use","4021","NPK fertilizers","2011","2011","t","815643.54","I","Imputed value"
"RFB","Fertilizers by Product","764","Thailand","5157","Agricultural Use","4021","NPK fertilizers","2015","2015","t","414946","A","Official figure"
"RFB","Fertilizers by Product","768","Togo","5157","Agricultural Use","4021","NPK fertilizers","2009","2009","t","144","I","Imputed value"
"RFB","Fertilizers by Product","768","Togo","5157","Agricultural Use","4021","NPK fertilizers","2010","2010","t","1","I","Imputed value"
"RFB","Fertilizers by Product","768","Togo","5157","Agricultural Use","4021","NPK fertilizers","2011","2011","t","70","I","Imputed value"
"RFB","Fertilizers by Product","768","Togo","5157","Agricultural Use","4021","NPK fertilizers","2016","2016","t","22260.05","A","Official figure"
"RFB","Fertilizers by Product","768","Togo","5157","Agricultural Use","4021","NPK fertilizers","2017","2017","t","19007.2","A","Official figure"
"RFB","Fertilizers by Product","768","Togo","5157","Agricultural Use","4021","NPK fertilizers","2018","2018","t","33708.3","A","Official figure"
"RFB","Fertilizers by Product","768","Togo","5157","Agricultural Use","4021","NPK fertilizers","2019","2019","t","11965.3","A","Official figure"
"RFB","Fertilizers by Product","776","Tonga","5157","Agricultural Use","4021","NPK fertilizers","2009","2009","t","157","I","Imputed value"
"RFB","Fertilizers by Product","776","Tonga","5157","Agricultural Use","4021","NPK fertilizers","2010","2010","t","13","I","Imputed value"
"RFB","Fertilizers by Product","776","Tonga","5157","Agricultural Use","4021","NPK fertilizers","2011","2011","t","8","I","Imputed value"
"RFB","Fertilizers by Product","780","Trinidad and Tobago","5157","Agricultural Use","4021","NPK fertilizers","2009","2009","t","1641","I","Imputed value"
"RFB","Fertilizers by Product","780","Trinidad and Tobago","5157","Agricultural Use","4021","NPK fertilizers","2010","2010","t","958","I","Imputed value"
"RFB","Fertilizers by Product","780","Trinidad and Tobago","5157","Agricultural Use","4021","NPK fertilizers","2011","2011","t","3947","I","Imputed value"
"RFB","Fertilizers by Product","788","Tunisia","5157","Agricultural Use","4021","NPK fertilizers","2009","2009","t","3324.21","I","Imputed value"
"RFB","Fertilizers by Product","788","Tunisia","5157","Agricultural Use","4021","NPK fertilizers","2010","2010","t","5490.06","I","Imputed value"
"RFB","Fertilizers by Product","788","Tunisia","5157","Agricultural Use","4021","NPK fertilizers","2011","2011","t","66541.7","I","Imputed value"
"RFB","Fertilizers by Product","788","Tunisia","5157","Agricultural Use","4021","NPK fertilizers","2012","2012","t","51373.76","I","Imputed value"
"RFB","Fertilizers by Product","788","Tunisia","5157","Agricultural Use","4021","NPK fertilizers","2013","2013","t","50384.72","I","Imputed value"
"RFB","Fertilizers by Product","788","Tunisia","5157","Agricultural Use","4021","NPK fertilizers","2014","2014","t","50405.34","I","Imputed value"
"RFB","Fertilizers by Product","788","Tunisia","5157","Agricultural Use","4021","NPK fertilizers","2015","2015","t","52970.78","I","Imputed value"
"RFB","Fertilizers by Product","788","Tunisia","5157","Agricultural Use","4021","NPK fertilizers","2016","2016","t","52974.42","I","Imputed value"
"RFB","Fertilizers by Product","792","Türkiye","5157","Agricultural Use","4021","NPK fertilizers","2009","2009","t","283217","A","Official figure"
"RFB","Fertilizers by Product","792","Türkiye","5157","Agricultural Use","4021","NPK fertilizers","2010","2010","t","198630","I","Imputed value"
"RFB","Fertilizers by Product","792","Türkiye","5157","Agricultural Use","4021","NPK fertilizers","2011","2011","t","231708","I","Imputed value"
"RFB","Fertilizers by Product","800","Uganda","5157","Agricultural Use","4021","NPK fertilizers","2009","2009","t","15828","I","Imputed value"
"RFB","Fertilizers by Product","800","Uganda","5157","Agricultural Use","4021","NPK fertilizers","2010","2010","t","13665","I","Imputed value"
"RFB","Fertilizers by Product","800","Uganda","5157","Agricultural Use","4021","NPK fertilizers","2011","2011","t","9051","I","Imputed value"
"RFB","Fertilizers by Product","804","Ukraine","5157","Agricultural Use","4021","NPK fertilizers","2009","2009","t","471982","I","Imputed value"
"RFB","Fertilizers by Product","804","Ukraine","5157","Agricultural Use","4021","NPK fertilizers","2010","2010","t","695913","I","Imputed value"
"RFB","Fertilizers by Product","804","Ukraine","5157","Agricultural Use","4021","NPK fertilizers","2011","2011","t","917353","I","Imputed value"
"RFB","Fertilizers by Product","804","Ukraine","5157","Agricultural Use","4021","NPK fertilizers","2018","2018","t","1220866","A","Official figure"
"RFB","Fertilizers by Product","804","Ukraine","5157","Agricultural Use","4021","NPK fertilizers","2019","2019","t","1032053","A","Official figure"
"RFB","Fertilizers by Product","784","United Arab Emirates","5157","Agricultural Use","4021","NPK fertilizers","2009","2009","t","22000","E","Estimated value"
"RFB","Fertilizers by Product","784","United Arab Emirates","5157","Agricultural Use","4021","NPK fertilizers","2010","2010","t","22000","E","Estimated value"
"RFB","Fertilizers by Product","784","United Arab Emirates","5157","Agricultural Use","4021","NPK fertilizers","2011","2011","t","22000","E","Estimated value"
"RFB","Fertilizers by Product","784","United Arab Emirates","5157","Agricultural Use","4021","NPK fertilizers","2012","2012","t","22000","E","Estimated value"
"RFB","Fertilizers by Product","784","United Arab Emirates","5157","Agricultural Use","4021","NPK fertilizers","2013","2013","t","22000","E","Estimated value"
"RFB","Fertilizers by Product","784","United Arab Emirates","5157","Agricultural Use","4021","NPK fertilizers","2014","2014","t","17706.56","I","Imputed value"
"RFB","Fertilizers by Product","784","United Arab Emirates","5157","Agricultural Use","4021","NPK fertilizers","2015","2015","t","21539.76","I","Imputed value"
"RFB","Fertilizers by Product","784","United Arab Emirates","5157","Agricultural Use","4021","NPK fertilizers","2016","2016","t","21539.76","I","Imputed value"
"RFB","Fertilizers by Product","834","United Republic of Tanzania","5157","Agricultural Use","4021","NPK fertilizers","2010","2010","t","54642","A","Official figure"
"RFB","Fertilizers by Product","834","United Republic of Tanzania","5157","Agricultural Use","4021","NPK fertilizers","2011","2011","t","61369","A","Official figure"
"RFB","Fertilizers by Product","840","United States of America","5157","Agricultural Use","4021","NPK fertilizers","2009","2009","t","6306925","A","Official figure"
"RFB","Fertilizers by Product","840","United States of America","5157","Agricultural Use","4021","NPK fertilizers","2010","2010","t","6745839.06","A","Official figure"
"RFB","Fertilizers by Product","840","United States of America","5157","Agricultural Use","4021","NPK fertilizers","2011","2011","t","6767831.08","A","Official figure"
"RFB","Fertilizers by Product","840","United States of America","5157","Agricultural Use","4021","NPK fertilizers","2012","2012","t","6749311","A","Official figure"
"RFB","Fertilizers by Product","840","United States of America","5157","Agricultural Use","4021","NPK fertilizers","2013","2013","t","6924375","A","Official figure"
"RFB","Fertilizers by Product","840","United States of America","5157","Agricultural Use","4021","NPK fertilizers","2014","2014","t","7257275","A","Official figure"
"RFB","Fertilizers by Product","840","United States of America","5157","Agricultural Use","4021","NPK fertilizers","2015","2015","t","6668634.85","A","Official figure"
"RFB","Fertilizers by Product","840","United States of America","5157","Agricultural Use","4021","NPK fertilizers","2016","2016","t","6476306.56","A","Official figure"
"RFB","Fertilizers by Product","840","United States of America","5157","Agricultural Use","4021","NPK fertilizers","2017","2017","t","6446652","A","Official figure"
"RFB","Fertilizers by Product","840","United States of America","5157","Agricultural Use","4021","NPK fertilizers","2018","2018","t","5735380.59","A","Official figure"
"RFB","Fertilizers by Product","840","United States of America","5157","Agricultural Use","4021","NPK fertilizers","2019","2019","t","5793412.64","A","Official figure"
"RFB","Fertilizers by Product","858","Uruguay","5157","Agricultural Use","4021","NPK fertilizers","2009","2009","t","3985","I","Imputed value"
"RFB","Fertilizers by Product","858","Uruguay","5157","Agricultural Use","4021","NPK fertilizers","2010","2010","t","25328","A","Official figure"
"RFB","Fertilizers by Product","858","Uruguay","5157","Agricultural Use","4021","NPK fertilizers","2011","2011","t","37","I","Imputed value"
"RFB","Fertilizers by Product","858","Uruguay","5157","Agricultural Use","4021","NPK fertilizers","2012","2012","t","3933","A","Official figure"
"RFB","Fertilizers by Product","858","Uruguay","5157","Agricultural Use","4021","NPK fertilizers","2013","2013","t","64266","A","Official figure"
"RFB","Fertilizers by Product","858","Uruguay","5157","Agricultural Use","4021","NPK fertilizers","2014","2014","t","82709","A","Official figure"
"RFB","Fertilizers by Product","858","Uruguay","5157","Agricultural Use","4021","NPK fertilizers","2015","2015","t","15898","A","Official figure"
"RFB","Fertilizers by Product","858","Uruguay","5157","Agricultural Use","4021","NPK fertilizers","2016","2016","t","12184","A","Official figure"
"RFB","Fertilizers by Product","858","Uruguay","5157","Agricultural Use","4021","NPK fertilizers","2017","2017","t","12946","A","Official figure"
"RFB","Fertilizers by Product","858","Uruguay","5157","Agricultural Use","4021","NPK fertilizers","2018","2018","t","20817.85","A","Official figure"
"RFB","Fertilizers by Product","862","Venezuela (Bolivarian Republic of)","5157","Agricultural Use","4021","NPK fertilizers","2009","2009","t","360000","A","Official figure"
"RFB","Fertilizers by Product","862","Venezuela (Bolivarian Republic of)","5157","Agricultural Use","4021","NPK fertilizers","2010","2010","t","302000","A","Official figure"
"RFB","Fertilizers by Product","862","Venezuela (Bolivarian Republic of)","5157","Agricultural Use","4021","NPK fertilizers","2011","2011","t","414233.5","I","Imputed value"
"RFB","Fertilizers by Product","862","Venezuela (Bolivarian Republic of)","5157","Agricultural Use","4021","NPK fertilizers","2012","2012","t","526467","A","Official figure"
"RFB","Fertilizers by Product","862","Venezuela (Bolivarian Republic of)","5157","Agricultural Use","4021","NPK fertilizers","2013","2013","t","557798","A","Official figure"
"RFB","Fertilizers by Product","862","Venezuela (Bolivarian Republic of)","5157","Agricultural Use","4021","NPK fertilizers","2014","2014","t","576669","A","Official figure"
"RFB","Fertilizers by Product","862","Venezuela (Bolivarian Republic of)","5157","Agricultural Use","4021","NPK fertilizers","2015","2015","t","565606","A","Official figure"
"RFB","Fertilizers by Product","704","Viet Nam","5157","Agricultural Use","4021","NPK fertilizers","2009","2009","t","303506","I","Imputed value"
"RFB","Fertilizers by Product","704","Viet Nam","5157","Agricultural Use","4021","NPK fertilizers","2010","2010","t","196518","I","Imputed value"
"RFB","Fertilizers by Product","704","Viet Nam","5157","Agricultural Use","4021","NPK fertilizers","2011","2011","t","208599.17","I","Imputed value"
"RFB","Fertilizers by Product","894","Zambia","5157","Agricultural Use","4021","NPK fertilizers","2009","2009","t","33926","I","Imputed value"
"RFB","Fertilizers by Product","894","Zambia","5157","Agricultural Use","4021","NPK fertilizers","2010","2010","t","36188","I","Imputed value"
"RFB","Fertilizers by Product","894","Zambia","5157","Agricultural Use","4021","NPK fertilizers","2011","2011","t","78755","I","Imputed value"
"RFB","Fertilizers by Product","894","Zambia","5157","Agricultural Use","4021","NPK fertilizers","2014","2014","t","177007","A","Official figure"
"RFB","Fertilizers by Product","894","Zambia","5157","Agricultural Use","4021","NPK fertilizers","2015","2015","t","194753","A","Official figure"
"RFB","Fertilizers by Product","894","Zambia","5157","Agricultural Use","4021","NPK fertilizers","2016","2016","t","139009","A","Official figure"
"RFB","Fertilizers by Product","894","Zambia","5157","Agricultural Use","4021","NPK fertilizers","2017","2017","t","181662","A","Official figure"
"RFB","Fertilizers by Product","894","Zambia","5157","Agricultural Use","4021","NPK fertilizers","2018","2018","t","133308.67","A","Official figure"
"RFB","Fertilizers by Product","894","Zambia","5157","Agricultural Use","4021","NPK fertilizers","2019","2019","t","207707.23","A","Official figure"
"RFB","Fertilizers by Product","716","Zimbabwe","5157","Agricultural Use","4021","NPK fertilizers","2009","2009","t","63800","I","Imputed value"
"RFB","Fertilizers by Product","716","Zimbabwe","5157","Agricultural Use","4021","NPK fertilizers","2010","2010","t","13117","I","Imputed value"
"RFB","Fertilizers by Product","716","Zimbabwe","5157","Agricultural Use","4021","NPK fertilizers","2011","2011","t","178","I","Imputed value"
